0 1 2 3 4 5 6 7 8 9 
8.100000 5.900000 1.900000 5.300000 19.900000 17.100000 12.100000 16.500000 11.900000 18.700000 
44.800000 40.333333 40.333333 9.666667 105.600000 0.000000 44.750000 205.833333 44.750000 29.833333 
24.200000 216.333333 40.333333 50.166667 0.000000 129.800000 14.500000 168.333333 44.000000 29.833333 
20.600000 40.333333 176.000000 0.000000 72.800000 105.600000 0.000000 50.000000 105.750000 256.166667 
150.400000 81.000000 0.000000 50.000000 0.000000 48.400000 74.250000 19.500000 146.500000 108.166667 
178.600000 0.000000 40.333333 97.666667 129.800000 48.400000 58.500000 9.666667 0.000000 19.500000 
0.000000 0.000000 0.000000 127.666667 0.000000 24.200000 44.750000 9.666667 44.000000 49.500000 
20.600000 0.000000 40.333333 40.333333 24.200000 0.000000 132.000000 108.166667 14.500000 19.500000 
105.600000 352.333333 0.000000 97.666667 0.000000 24.200000 14.500000 20.166667 59.500000 40.500000 
62.200000 0.000000 0.000000 19.500000 211.400000 129.800000 14.500000 9.666667 58.500000 50.166667 
171.200000 0.000000 40.333333 20.166667 73.000000 24.200000 59.500000 9.666667 14.500000 60.000000 
0.000000 0.000000 0.000000 19.500000 178.400000 0.000000 58.500000 20.166667 14.500000 29.833333 
44.800000 0.000000 40.333333 70.500000 48.400000 48.600000 161.250000 29.833333 14.500000 59.833333 
24.200000 81.000000 40.333333 97.666667 105.600000 178.400000 14.500000 0.000000 176.750000 9.666667 
0.000000 352.000000 0.000000 148.666667 73.000000 0.000000 44.750000 121.666667 0.000000 39.666667 
0.000000 176.000000 176.000000 100.500000 129.800000 24.200000 44.750000 108.166667 29.250000 19.500000 
44.800000 0.000000 0.000000 97.666667 0.000000 24.200000 0.000000 324.666667 30.250000 185.666667 
105.600000 0.000000 0.000000 60.000000 105.600000 129.800000 0.000000 108.166667 44.750000 40.500000 
129.800000 0.000000 0.000000 88.000000 48.600000 48.600000 176.750000 20.166667 207.250000 97.666667 
44.800000 40.333333 0.000000 9.666667 105.600000 48.400000 14.500000 40.500000 161.250000 117.833333 
105.600000 40.333333 0.000000 97.666667 129.800000 202.800000 0.000000 69.833333 60.750000 9.666667 
0.000000 40.333333 176.000000 50.000000 48.600000 105.600000 132.000000 0.000000 0.000000 29.833333 
0.000000 40.333333 0.000000 80.166667 24.200000 0.000000 30.250000 176.166667 59.500000 40.333333 
105.600000 176.000000 0.000000 50.000000 24.200000 73.000000 294.250000 185.833333 146.500000 50.000000 
105.600000 0.000000 0.000000 19.500000 24.200000 105.600000 74.250000 19.500000 0.000000 20.166667 
0.000000 40.333333 0.000000 20.166667 24.200000 97.200000 146.500000 20.166667 44.750000 40.500000 
24.200000 40.333333 40.333333 50.000000 24.200000 24.200000 14.500000 40.333333 146.500000 117.833333 
41.400000 0.000000 0.000000 168.166667 0.000000 48.400000 44.000000 40.500000 103.500000 90.000000 
24.200000 0.000000 0.000000 29.833333 24.200000 24.200000 29.250000 29.833333 176.000000 148.000000 
24.200000 40.333333 0.000000 88.000000 24.200000 154.000000 29.250000 97.666667 264.000000 20.166667 
105.600000 40.333333 0.000000 19.500000 0.000000 129.800000 30.250000 9.666667 59.500000 9.666667 
20.600000 40.333333 40.333333 128.333333 341.200000 72.800000 59.500000 40.333333 29.250000 40.333333 
65.600000 0.000000 0.000000 0.000000 0.000000 154.000000 132.000000 39.666667 237.750000 39.666667 
48.600000 0.000000 0.000000 108.166667 24.200000 0.000000 0.000000 20.166667 44.750000 19.500000 
126.200000 0.000000 40.333333 20.166667 0.000000 72.800000 74.250000 9.666667 14.500000 49.500000 
48.600000 0.000000 0.000000 9.666667 48.600000 235.400000 75.250000 19.500000 176.750000 97.666667 
24.200000 40.333333 40.333333 49.500000 72.800000 105.600000 74.250000 40.500000 29.250000 97.666667 
69.200000 176.000000 0.000000 157.666667 24.200000 24.200000 44.750000 20.166667 44.750000 97.666667 
24.200000 40.333333 40.333333 20.166667 72.800000 0.000000 132.000000 108.166667 294.500000 88.000000 
62.200000 40.333333 176.000000 20.166667 24.200000 24.200000 74.250000 40.333333 44.750000 59.833333 
256.000000 0.000000 216.333333 9.666667 154.200000 24.200000 14.500000 20.166667 0.000000 29.833333 
44.800000 176.000000 0.000000 29.333333 72.800000 0.000000 29.250000 138.000000 14.500000 29.833333 
0.000000 0.000000 0.000000 100.500000 24.200000 0.000000 161.250000 19.500000 120.500000 9.666667 
65.600000 40.333333 0.000000 111.000000 24.200000 0.000000 0.000000 216.500000 207.250000 157.666667 
126.200000 216.333333 0.000000 20.166667 72.800000 0.000000 132.000000 158.500000 14.500000 50.166667 
259.800000 40.333333 176.000000 19.500000 0.000000 24.200000 0.000000 138.000000 14.500000 0.000000 
44.800000 81.000000 176.000000 0.000000 0.000000 211.200000 29.250000 39.666667 132.000000 29.833333 
235.600000 40.333333 176.000000 70.500000 0.000000 235.600000 0.000000 59.833333 176.750000 79.500000 
150.400000 0.000000 0.000000 9.666667 48.400000 129.800000 59.500000 97.666667 30.250000 9.666667 
0.000000 0.000000 40.333333 9.666667 48.600000 24.200000 161.250000 0.000000 44.750000 0.000000 
105.600000 40.333333 40.333333 206.000000 24.200000 97.200000 44.750000 19.500000 162.250000 40.500000 
