0 1 2 3 4 5 6 7 8 9 
8.100000 5.900000 1.900000 5.300000 19.900000 17.100000 12.100000 16.500000 11.900000 18.700000 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 829.500000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 829.500000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 829.500000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 959.500000 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 969.333333 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 969.333333 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 969.333333 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 969.333333 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 969.333333 860.000000 871.333333 
865.000000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 969.333333 860.000000 871.333333 
885.800000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 969.333333 860.000000 871.333333 
885.800000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 969.333333 860.000000 871.333333 
885.800000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 969.333333 860.000000 871.333333 
885.800000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 969.333333 860.000000 871.333333 
885.800000 812.666667 812.666667 979.833333 763.800000 869.600000 815.000000 969.333333 860.000000 871.333333 
885.800000 812.666667 812.666667 979.833333 763.800000 894.000000 815.000000 969.333333 845.500000 871.333333 
885.800000 812.666667 812.666667 979.833333 763.800000 894.000000 815.000000 969.333333 860.000000 871.333333 
885.800000 812.666667 812.666667 979.833333 763.800000 894.000000 815.000000 969.333333 860.000000 871.333333 
885.800000 812.666667 812.666667 979.833333 763.800000 894.000000 815.000000 969.333333 860.000000 871.333333 
885.800000 812.666667 812.666667 979.833333 763.800000 894.000000 815.000000 969.333333 860.000000 881.166667 
885.800000 812.666667 812.666667 979.833333 763.800000 894.000000 815.000000 969.333333 860.000000 881.166667 
