0 1 2 3 4 5 
88.552938 104.166662 187.499991 124.999994 41.666665 62.499997 
44.276469 83.333329 83.333329 83.333329 83.333329 104.166662 
106.263525 62.499997 41.666665 41.666665 41.666665 41.666665 
70.842350 104.166662 41.666665 83.333329 145.833326 62.499997 
88.552938 41.666665 41.666665 104.166662 62.499997 20.833332 
88.552938 41.666665 41.666665 124.999994 62.499997 83.333329 
106.263525 0.000000 104.166662 83.333329 104.166662 62.499997 
70.842350 41.666665 62.499997 83.333329 83.333329 104.166662 
53.131763 20.833332 62.499997 41.666665 104.166662 41.666665 
115.118819 104.166662 187.499991 41.666665 62.499997 124.999994 
132.829406 62.499997 62.499997 62.499997 62.499997 62.499997 
115.118819 41.666665 62.499997 41.666665 41.666665 104.166662 
106.263525 41.666665 20.833332 124.999994 104.166662 62.499997 
70.842350 41.666665 104.166662 0.000000 20.833332 20.833332 
35.421175 83.333329 20.833332 20.833332 41.666665 124.999994 
44.276469 62.499997 41.666665 41.666665 83.333329 20.833332 
53.131763 0.000000 83.333329 124.999994 62.499997 20.833332 
106.263525 62.499997 124.999994 62.499997 41.666665 83.333329 
106.263525 83.333329 0.000000 83.333329 41.666665 104.166662 
97.408231 41.666665 41.666665 83.333329 83.333329 41.666665 
61.987056 83.333329 83.333329 41.666665 41.666665 41.666665 
70.842350 41.666665 83.333329 83.333329 62.499997 41.666665 
79.697644 41.666665 104.166662 41.666665 0.000000 62.499997 
53.131763 41.666665 83.333329 20.833332 83.333329 104.166662 
53.131763 104.166662 83.333329 83.333329 62.499997 41.666665 
88.552938 83.333329 166.666659 41.666665 83.333329 41.666665 
115.118819 20.833332 62.499997 145.833326 83.333329 83.333329 
115.118819 62.499997 41.666665 145.833326 104.166662 20.833332 
61.987056 124.999994 62.499997 83.333329 166.666659 20.833332 
106.263525 83.333329 41.666665 62.499997 0.000000 0.000000 
97.408231 62.499997 62.499997 20.833332 41.666665 166.666659 
106.263525 83.333329 62.499997 20.833332 62.499997 0.000000 
53.131763 104.166662 20.833332 41.666665 20.833332 0.000000 
88.552938 62.499997 62.499997 20.833332 62.499997 41.666665 
61.987056 41.666665 41.666665 62.499997 41.666665 83.333329 
79.697644 20.833332 145.833326 62.499997 83.333329 83.333329 
79.697644 41.666665 41.666665 62.499997 104.166662 41.666665 
79.697644 104.166662 104.166662 83.333329 0.000000 83.333329 
88.552938 62.499997 20.833332 41.666665 83.333329 62.499997 
70.842350 83.333329 20.833332 41.666665 41.666665 104.166662 
115.118819 124.999994 41.666665 41.666665 62.499997 62.499997 
70.842350 104.166662 83.333329 145.833326 83.333329 62.499997 
70.842350 41.666665 62.499997 62.499997 62.499997 41.666665 
88.552938 145.833326 83.333329 124.999994 41.666665 83.333329 
106.263525 62.499997 208.333323 41.666665 20.833332 124.999994 
79.697644 62.499997 124.999994 104.166662 20.833332 62.499997 
106.263525 62.499997 0.000000 62.499997 20.833332 41.666665 
106.263525 104.166662 41.666665 124.999994 62.499997 41.666665 
132.829406 83.333329 83.333329 145.833326 83.333329 20.833332 
150.539994 20.833332 41.666665 104.166662 83.333329 83.333329 
70.842350 62.499997 62.499997 41.666665 83.333329 20.833332 
97.408231 62.499997 104.166662 41.666665 41.666665 83.333329 
79.697644 187.499991 83.333329 83.333329 20.833332 62.499997 
61.987056 20.833332 20.833332 20.833332 41.666665 41.666665 
61.987056 41.666665 62.499997 62.499997 83.333329 83.333329 
123.974113 41.666665 20.833332 83.333329 104.166662 20.833332 
115.118819 104.166662 20.833332 20.833332 83.333329 20.833332 
115.118819 166.666659 0.000000 104.166662 166.666659 83.333329 
150.539994 104.166662 166.666659 62.499997 0.000000 104.166662 
168.250581 104.166662 20.833332 83.333329 62.499997 83.333329 
159.395288 104.166662 124.999994 145.833326 124.999994 62.499997 
203.671756 124.999994 145.833326 62.499997 83.333329 124.999994 
265.658813 62.499997 62.499997 104.166662 208.333323 249.999988 
194.816463 166.666659 104.166662 187.499991 20.833332 83.333329 
221.382344 249.999988 187.499991 145.833326 229.166656 104.166662 
221.382344 145.833326 166.666659 249.999988 166.666659 270.833320 
283.369400 187.499991 124.999994 145.833326 291.666653 208.333323 
327.645869 249.999988 249.999988 229.166656 145.833326 229.166656 
327.645869 249.999988 166.666659 270.833320 208.333323 291.666653 
345.356457 166.666659 166.666659 229.166656 249.999988 166.666659 
327.645869 229.166656 187.499991 229.166656 291.666653 145.833326 
371.922338 249.999988 208.333323 83.333329 229.166656 312.499985 
371.922338 208.333323 270.833320 249.999988 145.833326 187.499991 
283.369400 208.333323 208.333323 249.999988 145.833326 187.499991 
416.198807 229.166656 124.999994 229.166656 208.333323 333.333318 
389.632925 416.666647 166.666659 291.666653 229.166656 208.333323 
540.172919 333.333318 270.833320 208.333323 229.166656 291.666653 
433.909394 312.499985 249.999988 229.166656 229.166656 145.833326 
371.922338 270.833320 333.333318 416.666647 145.833326 166.666659 
380.777632 333.333318 229.166656 437.499979 395.833315 333.333318 
504.751744 312.499985 166.666659 270.833320 249.999988 166.666659 
425.054100 208.333323 291.666653 291.666653 229.166656 229.166656 
345.356457 208.333323 249.999988 270.833320 312.499985 166.666659 
425.054100 249.999988 249.999988 291.666653 229.166656 229.166656 
363.067044 145.833326 229.166656 166.666659 229.166656 291.666653 
354.211750 187.499991 187.499991 312.499985 124.999994 208.333323 
442.764688 208.333323 312.499985 208.333323 270.833320 374.999982 
371.922338 270.833320 354.166650 208.333323 270.833320 249.999988 
425.054100 229.166656 333.333318 208.333323 187.499991 145.833326 
442.764688 333.333318 333.333318 249.999988 208.333323 291.666653 
398.488219 104.166662 229.166656 395.833315 354.166650 291.666653 
354.211750 312.499985 291.666653 416.666647 229.166656 312.499985 
407.343513 291.666653 249.999988 312.499985 374.999982 187.499991 
398.488219 333.333318 249.999988 208.333323 312.499985 270.833320 
416.198807 354.166650 437.499979 333.333318 395.833315 208.333323 
416.198807 187.499991 458.333312 270.833320 208.333323 395.833315 
451.619982 166.666659 229.166656 374.999982 208.333323 333.333318 
487.041157 333.333318 395.833315 333.333318 208.333323 333.333318 
478.185863 333.333318 187.499991 312.499985 333.333318 312.499985 
425.054100 458.333312 374.999982 270.833320 249.999988 229.166656 
478.185863 416.666647 291.666653 270.833320 291.666653 354.166650 
460.475275 354.166650 291.666653 312.499985 270.833320 395.833315 
407.343513 270.833320 291.666653 374.999982 333.333318 187.499991 
354.211750 249.999988 291.666653 312.499985 374.999982 333.333318 
442.764688 395.833315 291.666653 249.999988 270.833320 333.333318 
416.198807 229.166656 249.999988 333.333318 312.499985 229.166656 
283.369400 374.999982 354.166650 291.666653 270.833320 333.333318 
371.922338 312.499985 312.499985 229.166656 249.999988 416.666647 
487.041157 270.833320 374.999982 354.166650 249.999988 208.333323 
442.764688 208.333323 354.166650 229.166656 458.333312 291.666653 
336.501163 354.166650 479.166644 270.833320 333.333318 124.999994 
478.185863 333.333318 208.333323 187.499991 312.499985 208.333323 
398.488219 270.833320 249.999988 249.999988 249.999988 333.333318 
495.896451 333.333318 270.833320 354.166650 291.666653 166.666659 
442.764688 395.833315 208.333323 354.166650 208.333323 291.666653 
301.079988 499.999976 249.999988 229.166656 145.833326 208.333323 
274.514107 333.333318 229.166656 270.833320 291.666653 333.333318 
265.658813 416.666647 208.333323 354.166650 333.333318 291.666653 
495.896451 395.833315 312.499985 270.833320 354.166650 291.666653 
389.632925 249.999988 229.166656 437.499979 249.999988 249.999988 
407.343513 187.499991 312.499985 229.166656 437.499979 145.833326 
398.488219 249.999988 166.666659 291.666653 229.166656 229.166656 
495.896451 270.833320 270.833320 249.999988 291.666653 291.666653 
345.356457 208.333323 333.333318 354.166650 208.333323 208.333323 
513.607038 208.333323 291.666653 354.166650 249.999988 166.666659 
469.330569 208.333323 208.333323 374.999982 291.666653 291.666653 
487.041157 270.833320 354.166650 208.333323 354.166650 333.333318 
495.896451 229.166656 312.499985 416.666647 291.666653 62.499997 
549.028213 291.666653 291.666653 229.166656 374.999982 208.333323 
345.356457 354.166650 312.499985 249.999988 354.166650 187.499991 
495.896451 291.666653 166.666659 312.499985 229.166656 291.666653 
371.922338 312.499985 166.666659 229.166656 270.833320 208.333323 
327.645869 312.499985 291.666653 187.499991 395.833315 312.499985 
425.054100 333.333318 249.999988 354.166650 312.499985 270.833320 
389.632925 187.499991 208.333323 187.499991 208.333323 395.833315 
416.198807 229.166656 374.999982 312.499985 374.999982 291.666653 
398.488219 395.833315 187.499991 187.499991 291.666653 208.333323 
363.067044 458.333312 270.833320 249.999988 354.166650 166.666659 
309.935282 249.999988 312.499985 208.333323 208.333323 270.833320 
407.343513 208.333323 312.499985 208.333323 124.999994 333.333318 
425.054100 312.499985 354.166650 416.666647 312.499985 249.999988 
318.790575 270.833320 333.333318 270.833320 270.833320 312.499985 
327.645869 208.333323 249.999988 354.166650 249.999988 270.833320 
292.224694 249.999988 166.666659 249.999988 270.833320 229.166656 
416.198807 166.666659 187.499991 145.833326 208.333323 145.833326 
274.514107 249.999988 312.499985 208.333323 229.166656 291.666653 
327.645869 291.666653 208.333323 249.999988 499.999976 229.166656 
398.488219 187.499991 312.499985 166.666659 249.999988 208.333323 
380.777632 291.666653 187.499991 166.666659 249.999988 395.833315 
416.198807 229.166656 145.833326 187.499991 291.666653 124.999994 
318.790575 187.499991 208.333323 187.499991 270.833320 270.833320 
292.224694 187.499991 187.499991 187.499991 249.999988 208.333323 
283.369400 166.666659 187.499991 229.166656 187.499991 249.999988 
354.211750 229.166656 145.833326 291.666653 187.499991 187.499991 
336.501163 104.166662 249.999988 312.499985 208.333323 124.999994 
389.632925 312.499985 229.166656 229.166656 145.833326 374.999982 
247.948225 270.833320 208.333323 208.333323 229.166656 374.999982 
327.645869 229.166656 270.833320 270.833320 270.833320 229.166656 
407.343513 229.166656 166.666659 166.666659 354.166650 208.333323 
398.488219 187.499991 208.333323 291.666653 249.999988 166.666659 
371.922338 312.499985 166.666659 229.166656 270.833320 270.833320 
203.671756 354.166650 229.166656 312.499985 270.833320 249.999988 
398.488219 312.499985 312.499985 249.999988 458.333312 187.499991 
292.224694 208.333323 187.499991 333.333318 229.166656 145.833326 
389.632925 312.499985 270.833320 270.833320 249.999988 124.999994 
309.935282 249.999988 249.999988 333.333318 270.833320 62.499997 
230.237638 249.999988 270.833320 187.499991 270.833320 312.499985 
380.777632 208.333323 270.833320 166.666659 145.833326 208.333323 
363.067044 291.666653 229.166656 166.666659 187.499991 187.499991 
416.198807 249.999988 291.666653 333.333318 208.333323 249.999988 
371.922338 249.999988 291.666653 166.666659 229.166656 166.666659 
239.092932 270.833320 291.666653 145.833326 249.999988 208.333323 
283.369400 208.333323 208.333323 270.833320 124.999994 208.333323 
283.369400 187.499991 145.833326 333.333318 187.499991 145.833326 
371.922338 166.666659 187.499991 83.333329 249.999988 249.999988 
398.488219 208.333323 187.499991 291.666653 270.833320 312.499985 
292.224694 270.833320 333.333318 333.333318 458.333312 166.666659 
292.224694 208.333323 187.499991 291.666653 208.333323 354.166650 
389.632925 270.833320 208.333323 208.333323 229.166656 291.666653 
345.356457 208.333323 333.333318 374.999982 124.999994 249.999988 
389.632925 166.666659 249.999988 249.999988 145.833326 374.999982 
247.948225 312.499985 208.333323 249.999988 354.166650 208.333323 
398.488219 270.833320 270.833320 166.666659 208.333323 187.499991 
363.067044 333.333318 354.166650 374.999982 166.666659 187.499991 
318.790575 208.333323 229.166656 333.333318 249.999988 249.999988 
256.803519 270.833320 270.833320 270.833320 270.833320 229.166656 
318.790575 187.499991 208.333323 270.833320 229.166656 249.999988 
398.488219 270.833320 270.833320 249.999988 291.666653 124.999994 
292.224694 166.666659 166.666659 354.166650 208.333323 187.499991 
265.658813 166.666659 229.166656 145.833326 208.333323 249.999988 
247.948225 166.666659 249.999988 249.999988 208.333323 145.833326 
301.079988 208.333323 187.499991 166.666659 104.166662 208.333323 
363.067044 208.333323 229.166656 145.833326 312.499985 208.333323 
283.369400 229.166656 229.166656 104.166662 187.499991 124.999994 
239.092932 416.666647 249.999988 270.833320 291.666653 291.666653 
283.369400 270.833320 166.666659 229.166656 229.166656 166.666659 
380.777632 270.833320 208.333323 187.499991 249.999988 208.333323 
292.224694 229.166656 145.833326 145.833326 249.999988 208.333323 
380.777632 354.166650 333.333318 312.499985 229.166656 208.333323 
274.514107 333.333318 104.166662 354.166650 229.166656 187.499991 
345.356457 291.666653 229.166656 124.999994 187.499991 208.333323 
327.645869 166.666659 166.666659 145.833326 312.499985 208.333323 
274.514107 187.499991 312.499985 333.333318 166.666659 187.499991 
327.645869 354.166650 208.333323 187.499991 187.499991 249.999988 
354.211750 124.999994 249.999988 229.166656 291.666653 166.666659 
203.671756 187.499991 208.333323 312.499985 208.333323 208.333323 
292.224694 312.499985 145.833326 187.499991 229.166656 208.333323 
309.935282 208.333323 312.499985 166.666659 229.166656 208.333323 
327.645869 187.499991 166.666659 145.833326 208.333323 312.499985 
318.790575 270.833320 270.833320 187.499991 166.666659 229.166656 
230.237638 208.333323 166.666659 270.833320 166.666659 249.999988 
247.948225 374.999982 187.499991 270.833320 270.833320 187.499991 
256.803519 104.166662 270.833320 104.166662 166.666659 166.666659 
389.632925 187.499991 208.333323 166.666659 145.833326 145.833326 
292.224694 145.833326 249.999988 124.999994 208.333323 249.999988 
256.803519 249.999988 354.166650 166.666659 145.833326 229.166656 
301.079988 208.333323 187.499991 208.333323 270.833320 374.999982 
256.803519 249.999988 83.333329 104.166662 83.333329 166.666659 
301.079988 249.999988 187.499991 229.166656 166.666659 229.166656 
283.369400 187.499991 145.833326 312.499985 104.166662 270.833320 
301.079988 374.999982 208.333323 166.666659 187.499991 333.333318 
292.224694 229.166656 208.333323 208.333323 187.499991 270.833320 
292.224694 208.333323 249.999988 187.499991 208.333323 208.333323 
309.935282 229.166656 249.999988 124.999994 187.499991 62.499997 
265.658813 312.499985 229.166656 145.833326 145.833326 208.333323 
194.816463 208.333323 249.999988 104.166662 187.499991 229.166656 
265.658813 229.166656 208.333323 145.833326 83.333329 208.333323 
239.092932 145.833326 229.166656 145.833326 270.833320 145.833326 
283.369400 166.666659 249.999988 229.166656 208.333323 270.833320 
318.790575 124.999994 145.833326 333.333318 249.999988 229.166656 
274.514107 270.833320 104.166662 208.333323 249.999988 249.999988 
194.816463 249.999988 249.999988 291.666653 187.499991 208.333323 
221.382344 166.666659 249.999988 187.499991 41.666665 187.499991 
239.092932 83.333329 312.499985 208.333323 124.999994 145.833326 
318.790575 291.666653 166.666659 270.833320 145.833326 270.833320 
274.514107 187.499991 62.499997 104.166662 145.833326 208.333323 
274.514107 145.833326 229.166656 83.333329 145.833326 124.999994 
185.961169 249.999988 166.666659 208.333323 104.166662 166.666659 
247.948225 208.333323 145.833326 83.333329 229.166656 312.499985 
292.224694 166.666659 145.833326 229.166656 187.499991 416.666647 
239.092932 145.833326 104.166662 270.833320 187.499991 124.999994 
203.671756 208.333323 166.666659 124.999994 166.666659 187.499991 
354.211750 166.666659 62.499997 208.333323 104.166662 187.499991 
247.948225 83.333329 166.666659 166.666659 145.833326 208.333323 
301.079988 270.833320 187.499991 270.833320 249.999988 187.499991 
194.816463 166.666659 166.666659 270.833320 249.999988 166.666659 
247.948225 229.166656 166.666659 124.999994 229.166656 229.166656 
354.211750 208.333323 208.333323 208.333323 124.999994 229.166656 
274.514107 104.166662 208.333323 187.499991 187.499991 166.666659 
185.961169 145.833326 229.166656 270.833320 270.833320 104.166662 
221.382344 312.499985 187.499991 124.999994 208.333323 166.666659 
292.224694 166.666659 229.166656 312.499985 124.999994 166.666659 
168.250581 229.166656 208.333323 166.666659 249.999988 124.999994 
265.658813 249.999988 104.166662 104.166662 104.166662 104.166662 
203.671756 145.833326 62.499997 145.833326 208.333323 249.999988 
309.935282 208.333323 312.499985 249.999988 62.499997 104.166662 
301.079988 187.499991 145.833326 291.666653 208.333323 187.499991 
301.079988 83.333329 208.333323 229.166656 145.833326 187.499991 
221.382344 124.999994 249.999988 145.833326 145.833326 291.666653 
283.369400 166.666659 124.999994 166.666659 145.833326 229.166656 
256.803519 104.166662 249.999988 83.333329 124.999994 249.999988 
345.356457 145.833326 124.999994 83.333329 166.666659 187.499991 
239.092932 187.499991 208.333323 124.999994 208.333323 208.333323 
177.105875 145.833326 249.999988 291.666653 270.833320 270.833320 
354.211750 208.333323 145.833326 62.499997 249.999988 208.333323 
292.224694 104.166662 145.833326 124.999994 249.999988 124.999994 
274.514107 208.333323 270.833320 208.333323 166.666659 229.166656 
256.803519 187.499991 62.499997 104.166662 124.999994 145.833326 
247.948225 270.833320 145.833326 104.166662 166.666659 166.666659 
203.671756 124.999994 229.166656 229.166656 83.333329 208.333323 
247.948225 270.833320 124.999994 187.499991 187.499991 145.833326 
247.948225 166.666659 249.999988 166.666659 124.999994 187.499991 
185.961169 145.833326 208.333323 208.333323 291.666653 270.833320 
221.382344 229.166656 208.333323 104.166662 104.166662 124.999994 
212.527050 124.999994 104.166662 104.166662 208.333323 83.333329 
159.395288 145.833326 145.833326 166.666659 124.999994 83.333329 
177.105875 166.666659 83.333329 104.166662 124.999994 124.999994 
177.105875 166.666659 187.499991 229.166656 208.333323 145.833326 
185.961169 145.833326 41.666665 145.833326 187.499991 187.499991 
185.961169 83.333329 145.833326 124.999994 124.999994 166.666659 
203.671756 249.999988 104.166662 145.833326 104.166662 83.333329 
230.237638 104.166662 104.166662 208.333323 83.333329 208.333323 
212.527050 249.999988 187.499991 166.666659 229.166656 249.999988 
185.961169 62.499997 166.666659 124.999994 187.499991 166.666659 
247.948225 187.499991 166.666659 145.833326 270.833320 145.833326 
185.961169 104.166662 187.499991 270.833320 291.666653 104.166662 
239.092932 166.666659 249.999988 249.999988 208.333323 124.999994 
141.684700 208.333323 166.666659 124.999994 124.999994 166.666659 
239.092932 208.333323 166.666659 124.999994 104.166662 104.166662 
97.408231 124.999994 41.666665 124.999994 62.499997 166.666659 
194.816463 83.333329 83.333329 124.999994 62.499997 333.333318 
177.105875 41.666665 124.999994 229.166656 104.166662 166.666659 
168.250581 145.833326 270.833320 83.333329 229.166656 83.333329 
168.250581 83.333329 187.499991 124.999994 83.333329 124.999994 
150.539994 145.833326 145.833326 104.166662 62.499997 187.499991 
185.961169 187.499991 229.166656 124.999994 229.166656 124.999994 
177.105875 166.666659 83.333329 187.499991 124.999994 145.833326 
150.539994 145.833326 145.833326 104.166662 104.166662 145.833326 
194.816463 83.333329 229.166656 166.666659 249.999988 166.666659 
177.105875 187.499991 83.333329 41.666665 83.333329 62.499997 
185.961169 166.666659 145.833326 41.666665 104.166662 62.499997 
239.092932 124.999994 145.833326 104.166662 104.166662 208.333323 
141.684700 166.666659 41.666665 145.833326 145.833326 166.666659 
230.237638 270.833320 145.833326 145.833326 124.999994 83.333329 
141.684700 187.499991 187.499991 104.166662 229.166656 145.833326 
159.395288 104.166662 229.166656 124.999994 166.666659 104.166662 
203.671756 104.166662 208.333323 270.833320 145.833326 83.333329 
230.237638 208.333323 104.166662 187.499991 166.666659 145.833326 
168.250581 104.166662 166.666659 166.666659 145.833326 145.833326 
247.948225 187.499991 104.166662 208.333323 187.499991 208.333323 
159.395288 187.499991 166.666659 187.499991 124.999994 62.499997 
230.237638 104.166662 104.166662 229.166656 62.499997 41.666665 
194.816463 229.166656 104.166662 104.166662 41.666665 208.333323 
230.237638 249.999988 145.833326 145.833326 83.333329 83.333329 
159.395288 145.833326 166.666659 41.666665 145.833326 104.166662 
177.105875 312.499985 124.999994 104.166662 166.666659 187.499991 
239.092932 124.999994 20.833332 62.499997 208.333323 145.833326 
168.250581 187.499991 104.166662 104.166662 145.833326 166.666659 
177.105875 124.999994 187.499991 187.499991 145.833326 124.999994 
203.671756 124.999994 166.666659 166.666659 62.499997 166.666659 
221.382344 187.499991 83.333329 187.499991 145.833326 104.166662 
141.684700 83.333329 104.166662 145.833326 83.333329 145.833326 
221.382344 124.999994 83.333329 83.333329 166.666659 145.833326 
230.237638 104.166662 83.333329 229.166656 166.666659 166.666659 
185.961169 83.333329 83.333329 124.999994 124.999994 187.499991 
177.105875 104.166662 166.666659 229.166656 62.499997 187.499991 
123.974113 104.166662 208.333323 124.999994 187.499991 41.666665 
168.250581 270.833320 145.833326 124.999994 83.333329 124.999994 
256.803519 104.166662 145.833326 187.499991 124.999994 208.333323 
194.816463 312.499985 270.833320 208.333323 145.833326 166.666659 
212.527050 187.499991 187.499991 166.666659 187.499991 104.166662 
239.092932 187.499991 229.166656 229.166656 62.499997 145.833326 
185.961169 208.333323 83.333329 83.333329 104.166662 166.666659 
123.974113 145.833326 166.666659 124.999994 229.166656 104.166662 
177.105875 124.999994 270.833320 83.333329 124.999994 83.333329 
141.684700 124.999994 62.499997 62.499997 124.999994 145.833326 
185.961169 187.499991 229.166656 145.833326 291.666653 83.333329 
239.092932 249.999988 104.166662 104.166662 166.666659 208.333323 
194.816463 208.333323 41.666665 124.999994 166.666659 187.499991 
185.961169 41.666665 62.499997 104.166662 20.833332 124.999994 
159.395288 166.666659 83.333329 208.333323 41.666665 104.166662 
132.829406 83.333329 124.999994 104.166662 166.666659 62.499997 
150.539994 124.999994 62.499997 166.666659 124.999994 145.833326 
194.816463 83.333329 145.833326 124.999994 104.166662 208.333323 
274.514107 83.333329 187.499991 145.833326 124.999994 124.999994 
150.539994 208.333323 145.833326 145.833326 145.833326 124.999994 
132.829406 83.333329 62.499997 104.166662 229.166656 145.833326 
123.974113 62.499997 83.333329 166.666659 249.999988 62.499997 
168.250581 145.833326 124.999994 83.333329 104.166662 41.666665 
141.684700 145.833326 83.333329 124.999994 145.833326 187.499991 
150.539994 83.333329 104.166662 83.333329 83.333329 124.999994 
247.948225 41.666665 83.333329 166.666659 62.499997 62.499997 
239.092932 124.999994 145.833326 187.499991 104.166662 83.333329 
150.539994 166.666659 124.999994 124.999994 104.166662 104.166662 
203.671756 166.666659 104.166662 166.666659 145.833326 62.499997 
123.974113 83.333329 83.333329 166.666659 124.999994 145.833326 
247.948225 83.333329 229.166656 187.499991 187.499991 124.999994 
150.539994 62.499997 104.166662 166.666659 187.499991 104.166662 
212.527050 166.666659 62.499997 41.666665 20.833332 104.166662 
203.671756 83.333329 229.166656 124.999994 249.999988 187.499991 
123.974113 62.499997 104.166662 187.499991 208.333323 145.833326 
168.250581 124.999994 208.333323 208.333323 83.333329 208.333323 
221.382344 145.833326 145.833326 187.499991 145.833326 166.666659 
150.539994 145.833326 229.166656 208.333323 124.999994 83.333329 
132.829406 104.166662 83.333329 145.833326 166.666659 62.499997 
177.105875 145.833326 104.166662 41.666665 83.333329 104.166662 
177.105875 83.333329 41.666665 83.333329 104.166662 104.166662 
203.671756 83.333329 83.333329 104.166662 166.666659 83.333329 
221.382344 104.166662 124.999994 249.999988 20.833332 124.999994 
221.382344 145.833326 104.166662 62.499997 166.666659 187.499991 
203.671756 145.833326 229.166656 145.833326 124.999994 62.499997 
185.961169 354.166650 62.499997 187.499991 166.666659 124.999994 
230.237638 104.166662 104.166662 249.999988 62.499997 124.999994 
168.250581 208.333323 187.499991 249.999988 229.166656 270.833320 
230.237638 229.166656 124.999994 187.499991 124.999994 104.166662 
203.671756 229.166656 166.666659 41.666665 124.999994 104.166662 
150.539994 104.166662 62.499997 145.833326 83.333329 83.333329 
274.514107 145.833326 83.333329 145.833326 62.499997 187.499991 
185.961169 166.666659 187.499991 166.666659 83.333329 104.166662 
212.527050 104.166662 208.333323 41.666665 166.666659 145.833326 
239.092932 104.166662 104.166662 62.499997 145.833326 124.999994 
141.684700 62.499997 83.333329 104.166662 83.333329 124.999994 
221.382344 41.666665 124.999994 124.999994 83.333329 83.333329 
168.250581 145.833326 124.999994 145.833326 145.833326 124.999994 
194.816463 83.333329 166.666659 166.666659 145.833326 124.999994 
150.539994 229.166656 124.999994 41.666665 124.999994 83.333329 
159.395288 62.499997 166.666659 62.499997 187.499991 83.333329 
132.829406 208.333323 229.166656 83.333329 208.333323 83.333329 
221.382344 208.333323 83.333329 104.166662 124.999994 187.499991 
123.974113 166.666659 124.999994 83.333329 83.333329 166.666659 
221.382344 208.333323 166.666659 83.333329 62.499997 104.166662 
177.105875 124.999994 124.999994 83.333329 83.333329 83.333329 
247.948225 187.499991 166.666659 0.000000 187.499991 104.166662 
159.395288 229.166656 208.333323 166.666659 104.166662 124.999994 
123.974113 166.666659 124.999994 104.166662 145.833326 208.333323 
221.382344 62.499997 83.333329 124.999994 83.333329 41.666665 
159.395288 145.833326 166.666659 104.166662 124.999994 124.999994 
141.684700 104.166662 166.666659 41.666665 62.499997 104.166662 
185.961169 187.499991 62.499997 104.166662 62.499997 62.499997 
159.395288 124.999994 145.833326 62.499997 41.666665 62.499997 
97.408231 62.499997 333.333318 187.499991 62.499997 62.499997 
168.250581 104.166662 20.833332 145.833326 62.499997 145.833326 
