0 1 2 3 4 5 6 
8.100000 8.100000 5.300000 19.900000 19.900000 11.900000 11.900000 
44.800000 58.000000 9.666667 105.600000 58.000000 44.750000 60.500000 
24.200000 0.000000 50.166667 0.000000 58.000000 44.000000 0.000000 
20.600000 0.000000 0.000000 72.800000 58.000000 105.750000 60.500000 
150.400000 0.000000 50.000000 0.000000 117.000000 146.500000 60.500000 
178.600000 0.000000 97.666667 129.800000 58.000000 0.000000 60.500000 
0.000000 0.000000 127.666667 0.000000 0.000000 44.000000 0.000000 
20.600000 117.000000 40.333333 24.200000 58.000000 14.500000 264.000000 
105.600000 0.000000 97.666667 0.000000 58.000000 59.500000 264.000000 
62.200000 58.000000 19.500000 211.400000 0.000000 58.500000 60.500000 
171.200000 58.000000 20.166667 73.000000 58.000000 14.500000 264.000000 
0.000000 0.000000 19.500000 178.400000 58.000000 14.500000 0.000000 
44.800000 58.000000 70.500000 48.400000 117.000000 14.500000 0.000000 
24.200000 58.000000 97.666667 105.600000 58.000000 176.750000 385.500000 
0.000000 58.000000 148.666667 73.000000 58.000000 0.000000 0.000000 
0.000000 176.000000 100.500000 129.800000 176.000000 29.250000 0.000000 
44.800000 0.000000 97.666667 0.000000 58.000000 30.250000 0.000000 
105.600000 58.000000 60.000000 105.600000 58.000000 44.750000 182.500000 
129.800000 58.000000 88.000000 48.600000 58.000000 207.250000 0.000000 
44.800000 0.000000 9.666667 105.600000 58.000000 161.250000 0.000000 
105.600000 176.000000 97.666667 129.800000 0.000000 60.750000 264.000000 
0.000000 0.000000 50.000000 48.600000 0.000000 0.000000 121.500000 
0.000000 117.000000 80.166667 24.200000 58.000000 59.500000 60.500000 
105.600000 117.000000 50.000000 24.200000 0.000000 146.500000 0.000000 
105.600000 0.000000 19.500000 24.200000 117.000000 0.000000 60.500000 
0.000000 58.000000 20.166667 24.200000 58.000000 44.750000 264.000000 
24.200000 117.000000 50.000000 24.200000 117.000000 146.500000 0.000000 
41.400000 58.000000 168.166667 0.000000 0.000000 103.500000 0.000000 
24.200000 176.000000 29.833333 24.200000 58.000000 176.000000 60.500000 
24.200000 58.000000 88.000000 24.200000 0.000000 264.000000 0.000000 
105.600000 234.000000 19.500000 0.000000 58.000000 59.500000 0.000000 
20.600000 117.000000 128.333333 341.200000 58.000000 29.250000 264.000000 
65.600000 58.000000 0.000000 0.000000 176.000000 237.750000 0.000000 
48.600000 0.000000 108.166667 24.200000 58.000000 44.750000 60.500000 
126.200000 176.000000 20.166667 0.000000 0.000000 14.500000 60.500000 
48.600000 234.000000 9.666667 48.600000 0.000000 176.750000 0.000000 
24.200000 58.000000 49.500000 72.800000 117.000000 29.250000 0.000000 
69.200000 117.000000 157.666667 24.200000 117.000000 44.750000 0.000000 
24.200000 234.000000 20.166667 72.800000 0.000000 294.500000 60.500000 
62.200000 117.000000 20.166667 24.200000 58.000000 44.750000 0.000000 
256.000000 0.000000 9.666667 154.200000 58.000000 0.000000 0.000000 
44.800000 58.000000 29.333333 72.800000 58.000000 14.500000 60.500000 
0.000000 58.000000 100.500000 24.200000 58.000000 120.500000 0.000000 
65.600000 58.000000 111.000000 24.200000 58.000000 207.250000 0.000000 
126.200000 0.000000 20.166667 72.800000 58.000000 14.500000 324.500000 
259.800000 117.000000 19.500000 0.000000 117.000000 14.500000 60.500000 
44.800000 58.000000 0.000000 0.000000 0.000000 132.000000 121.500000 
235.600000 176.000000 70.500000 0.000000 0.000000 176.750000 446.500000 
150.400000 58.000000 9.666667 48.400000 58.000000 30.250000 0.000000 
0.000000 176.000000 9.666667 48.600000 0.000000 44.750000 0.000000 
105.600000 0.000000 206.000000 24.200000 58.000000 162.250000 0.000000 
0.000000 117.000000 49.500000 72.800000 0.000000 60.750000 528.500000 
24.200000 58.000000 0.000000 0.000000 0.000000 30.250000 264.000000 
20.600000 176.000000 29.833333 24.200000 58.000000 14.500000 0.000000 
44.800000 0.000000 9.666667 24.200000 58.000000 44.000000 0.000000 
24.200000 117.000000 40.333333 0.000000 117.000000 14.500000 264.000000 
174.800000 176.000000 205.333333 0.000000 176.000000 90.000000 0.000000 
20.600000 58.000000 187.833333 48.600000 117.000000 176.750000 528.500000 
20.600000 0.000000 138.166667 0.000000 0.000000 29.250000 0.000000 
24.200000 0.000000 39.666667 48.600000 58.000000 14.500000 324.500000 
0.000000 58.000000 97.666667 97.200000 117.000000 75.250000 60.500000 
150.400000 58.000000 19.500000 24.200000 117.000000 29.250000 60.500000 
150.400000 58.000000 9.666667 0.000000 117.000000 0.000000 0.000000 
0.000000 58.000000 9.666667 0.000000 58.000000 44.750000 0.000000 
20.600000 58.000000 39.666667 178.400000 0.000000 59.500000 0.000000 
280.400000 58.000000 60.666667 24.200000 117.000000 14.500000 121.500000 
20.600000 58.000000 108.166667 24.200000 117.000000 0.000000 0.000000 
0.000000 58.000000 108.166667 24.200000 0.000000 44.750000 0.000000 
129.800000 0.000000 29.833333 105.600000 117.000000 0.000000 0.000000 
44.800000 176.000000 0.000000 129.800000 58.000000 146.500000 0.000000 
0.000000 0.000000 127.666667 105.600000 0.000000 14.500000 0.000000 
65.600000 117.000000 39.666667 105.600000 0.000000 29.250000 0.000000 
211.400000 0.000000 99.666667 129.800000 234.000000 75.250000 182.500000 
317.000000 58.000000 29.833333 0.000000 0.000000 29.250000 60.500000 
83.000000 58.000000 19.500000 154.200000 117.000000 44.750000 0.000000 
105.600000 117.000000 9.666667 0.000000 58.000000 14.500000 60.500000 
41.400000 58.000000 60.666667 24.200000 58.000000 0.000000 0.000000 
105.600000 0.000000 60.666667 48.600000 0.000000 44.000000 264.000000 
0.000000 58.000000 19.500000 129.800000 58.000000 146.500000 182.500000 
24.200000 176.000000 39.666667 24.200000 58.000000 105.750000 0.000000 
126.200000 117.000000 9.666667 24.200000 117.000000 192.750000 60.500000 
126.200000 0.000000 128.500000 211.200000 0.000000 0.000000 60.500000 
0.000000 117.000000 9.666667 211.200000 58.000000 44.750000 60.500000 
20.600000 58.000000 19.500000 73.000000 58.000000 176.750000 60.500000 
20.600000 0.000000 215.833333 178.400000 293.000000 14.500000 0.000000 
235.400000 117.000000 20.166667 24.200000 117.000000 60.750000 60.500000 
0.000000 58.000000 215.666667 105.600000 0.000000 0.000000 0.000000 
20.600000 117.000000 20.166667 260.000000 58.000000 14.500000 0.000000 
0.000000 58.000000 9.666667 24.200000 58.000000 162.250000 182.500000 
0.000000 117.000000 108.166667 105.600000 58.000000 29.250000 0.000000 
0.000000 58.000000 97.666667 0.000000 176.000000 0.000000 60.500000 
0.000000 117.000000 0.000000 129.800000 0.000000 75.250000 0.000000 
44.800000 117.000000 88.000000 0.000000 58.000000 0.000000 0.000000 
24.200000 58.000000 157.833333 0.000000 0.000000 30.250000 0.000000 
